date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:48:40	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:48:40%20GMT	http://web.archive.org/web/20181205064241im_/http://richlegacy.com/wp-content/uploads/2017/01/Events.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181205064241im_/http_/richlegacy.com/wp-content/uploads/2017/01/Events.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:43	11542/11542	---MC-	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2011:48:40%20GMT	http://web.archive.org/web/20190109053317im_/http://richlegacy.com/wp-content/uploads/2017/01/Events.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20190109053317im_/http_/richlegacy.com/wp-content/uploads/2017/01/Events.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:43	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:48:43%20GMT	http://web.archive.org/web/20191020174601im_/http://yourrichlegacy.com/wp-content/uploads/2017/01/Family.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601im_/http_/yourrichlegacy.com/wp-content/uploads/2017/01/Family.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Mar%202021%2011:48:43%20GMT	http://web.archive.org/web/20181202092234im_/http://yourrichlegacy.com/wp-content/uploads/2017/01/Family.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181202092234im_/http_/yourrichlegacy.com/wp-content/uploads/2017/01/Family.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:44	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:48:44%20GMT	http://web.archive.org/web/20181202092234im_/http://richlegacy.com/wp-content/uploads/2017/01/Family.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181202092234im_/http_/richlegacy.com/wp-content/uploads/2017/01/Family.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:47	9174/9174	---MC-	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2011:48:44%20GMT	http://web.archive.org/web/20181223091037im_/http://richlegacy.com/wp-content/uploads/2017/01/Family.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181223091037im_/http_/richlegacy.com/wp-content/uploads/2017/01/Family.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:47	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:48:47%20GMT	http://web.archive.org/web/20191020174601im_/http://yourrichlegacy.com/wp-content/uploads/2017/01/tools.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601im_/http_/yourrichlegacy.com/wp-content/uploads/2017/01/tools.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Mar%202021%2011:48:47%20GMT	http://web.archive.org/web/20181206123943im_/http://yourrichlegacy.com/wp-content/uploads/2017/01/tools.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181206123943im_/http_/yourrichlegacy.com/wp-content/uploads/2017/01/tools.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:48	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:48:48%20GMT	http://web.archive.org/web/20181206123943im_/http://richlegacy.com/wp-content/uploads/2017/01/tools.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181206123943im_/http_/richlegacy.com/wp-content/uploads/2017/01/tools.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:51	11317/11317	---MC-	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2011:48:48%20GMT	http://web.archive.org/web/20181227050730im_/http://richlegacy.com/wp-content/uploads/2017/01/tools.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181227050730im_/http_/richlegacy.com/wp-content/uploads/2017/01/tools.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:51	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:48:51%20GMT	http://web.archive.org/web/20191020174601im_/http://yourrichlegacy.com/wp-content/uploads/2017/01/knowledge.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601im_/http_/yourrichlegacy.com/wp-content/uploads/2017/01/knowledge.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Mar%202021%2011:48:52%20GMT	http://web.archive.org/web/20181206091829im_/http://yourrichlegacy.com/wp-content/uploads/2017/01/knowledge.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181206091829im_/http_/yourrichlegacy.com/wp-content/uploads/2017/01/knowledge.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:52	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:48:52%20GMT	http://web.archive.org/web/20181206091829im_/http://richlegacy.com/wp-content/uploads/2017/01/knowledge.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181206091829im_/http_/richlegacy.com/wp-content/uploads/2017/01/knowledge.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:55	11404/11404	---MC-	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2011:48:53%20GMT	http://web.archive.org/web/20190109180041im_/http://richlegacy.com/wp-content/uploads/2017/01/knowledge.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20190109180041im_/http_/richlegacy.com/wp-content/uploads/2017/01/knowledge.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:56	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:48:56%20GMT	http://web.archive.org/web/20191020174601/http://richlegacy.com/about	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601/http_/richlegacy.com/about	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:56	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:48:56%20GMT	http://web.archive.org/web/20191020174601im_/http://richlegacy.com/wp-content/uploads/2017/12/4929686071_970be30b8d_o-700x441.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601im_/http_/richlegacy.com/wp-content/uploads/2017/12/4929686071_970be30b8d_o-700x441.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:57	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:48:57%20GMT	http://web.archive.org/web/20191020174601/http://richlegacy.com/learning-how-to-parent-a-child-with-special-needs-is-just-the-beginning-nurturing-a-special-needs-family/	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601/http_/richlegacy.com/learning-how-to-parent-a-child-with-special-needs-is-just-the-beginning-nurturing-a-special-needs-family/index.html	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:58	519984/519984	---MC-	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2011:47:39%20GMT	http://web.archive.org/web/20181229212405im_/http://richlegacy.com/wp-content/uploads/2017/01/img-_10-1.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181229212405im_/http_/richlegacy.com/wp-content/uploads/2017/01/img-_10-1.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:59	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:48:58%20GMT	http://web.archive.org/web/20191020174601im_/http://richlegacy.com/wp-content/uploads/2017/12/5077802741_eef186ffa7_o-1.jpg	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601im_/http_/richlegacy.com/wp-content/uploads/2017/12/5077802741_eef186ffa7_o-1.66.delayed	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:48:59	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:48:59%20GMT	http://web.archive.org/web/20191020174601/http://richlegacy.com/10-powerful-father-son-activities-classic-and-modern-ways-to-build-bond-and-explore-the-world-with-your-son/	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601/http_/richlegacy.com/10-powerful-father-son-activities-classic-and-modern-ways-to-build-bond-and-explore-the-world-with-your-son/index.html	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:06	36604/36604	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2011:49:00%20GMT	http://web.archive.org/web/20181202095409im_/http://richlegacy.com/wp-content/uploads/2017/12/5077802741_eef186ffa7_o-1.jpg	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181202095409im_/http_/richlegacy.com/wp-content/uploads/2017/12/5077802741_eef186ffa7_o-1.jpg	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:07	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:07%20GMT	http://web.archive.org/web/20191020174601im_/http://richlegacy.com/wp-content/uploads/2017/09/Parent-Of-The-Year-700x441.jpg	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601im_/http_/richlegacy.com/wp-content/uploads/2017/09/Parent-Of-The-Year-700x441.jpg	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:07	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:07%20GMT	http://web.archive.org/web/20191020174601/http://richlegacy.com/parent-year-5-reasons-mantra-will-make-parenting-worth-celebrating/	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601/http_/richlegacy.com/parent-year-5-reasons-mantra-will-make-parenting-worth-celebrating/index.html	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:10	213843/213843	---MC-	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2011:48:37%20GMT	http://web.archive.org/web/20190103133558im_/http://richlegacy.com/wp-content/uploads/2017/02/pdf.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20190103133558im_/http_/richlegacy.com/wp-content/uploads/2017/02/pdf.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:11	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:11%20GMT	http://web.archive.org/web/20191020174601im_/http://richlegacy.com/wp-content/uploads/2017/09/Help-700x441.jpg	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601im_/http_/richlegacy.com/wp-content/uploads/2017/09/Help-700x441.6a.delayed	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:12	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:12%20GMT	http://web.archive.org/web/20191020174601/http://richlegacy.com/parents-make-everyday-take-kid-work-day/	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601/http_/richlegacy.com/parents-make-everyday-take-kid-work-day/index.html	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:15	116931/116931	---MC-	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2011:48:57%20GMT	http://web.archive.org/web/20181205000842im_/http://richlegacy.com/wp-content/uploads/2017/12/4929686071_970be30b8d_o-700x441.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181205000842im_/http_/richlegacy.com/wp-content/uploads/2017/12/4929686071_970be30b8d_o-700x441.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:16	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:16%20GMT	http://web.archive.org/web/20191020174601im_/http://richlegacy.com/wp-content/uploads/2017/09/Best-700x441.jpg	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601im_/http_/richlegacy.com/wp-content/uploads/2017/09/Best-700x441.6c.delayed	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:17	60496/60496	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2011:49:07%20GMT	http://web.archive.org/web/20181202081951im_/http://richlegacy.com/wp-content/uploads/2017/09/Parent-Of-The-Year-700x441.jpg	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181202081951im_/http_/richlegacy.com/wp-content/uploads/2017/09/Parent-Of-The-Year-700x441.jpg	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:17	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:17%20GMT	http://web.archive.org/web/20191020174601/http://richlegacy.com/best-parents-choose-quality-quantity/	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601/http_/richlegacy.com/best-parents-choose-quality-quantity/index.html	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:18	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:18%20GMT	http://web.archive.org/web/20191020174601im_/http://richlegacy.com/wp-content/uploads/2017/09/empower-700x441.jpg	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601im_/http_/richlegacy.com/wp-content/uploads/2017/09/empower-700x441.jpg	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:18	42038/42038	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2011:49:12%20GMT	http://web.archive.org/web/20181207030557im_/http://richlegacy.com/wp-content/uploads/2017/09/Help-700x441.jpg	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181207030557im_/http_/richlegacy.com/wp-content/uploads/2017/09/Help-700x441.jpg	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:18	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:18%20GMT	http://web.archive.org/web/20191020174601/http://richlegacy.com/empowerment-mastered-number-one-important-skill-parents-need-empower-children/	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601/http_/richlegacy.com/empowerment-mastered-number-one-important-skill-parents-need-empower-children/index.html	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:19	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:19%20GMT	http://web.archive.org/web/20191020174601/http://richlegacy.com/wp-admin/admin-ajax.php	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601/http_/richlegacy.com/wp-admin/admin-ajax.php	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:20	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:20%20GMT	http://web.archive.org/web/20191020174601/http://richlegacy.com/events/	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601/http_/richlegacy.com/events/index.html	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:20	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:20%20GMT	http://web.archive.org/web/20191020174601js_/http://richlegacy.com/wp-content/plugins/activecampaign-subscription-forms/site_tracking.js?ver=4.9.6	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601js_/http_/richlegacy.com/wp-content/plugins/activecampaign-subscription-forms/site_tracking1845.js	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:21	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:20%20GMT	http://web.archive.org/web/20191020174601/http://richlegacy.com/family-academy/	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601/http_/richlegacy.com/family-academy/index.html	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:22	2137/2137	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Mar%202021%2011:49:21%20GMT	http://web.archive.org/web/20181206050000js_/http://richlegacy.com/wp-content/plugins/activecampaign-subscription-forms/site_tracking.js?ver=4.9.6	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181206050000js_/http_/richlegacy.com/wp-content/plugins/activecampaign-subscription-forms/site_tracking1845.js	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:22	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:22%20GMT	http://web.archive.org/web/20191020174601js_/http://richlegacy.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.0.1	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601js_/http_/richlegacy.com/wp-content/plugins/contact-form-7/includes/js/scripts972f.js	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:24	15917/15917	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Mar%202021%2011:49:23%20GMT	http://web.archive.org/web/20181204194839js_/http://richlegacy.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.0.1	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181204194839js_/http_/richlegacy.com/wp-content/plugins/contact-form-7/includes/js/scripts972f.js	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:25	41975/41975	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2011:49:18%20GMT	http://web.archive.org/web/20181205072003im_/http://richlegacy.com/wp-content/uploads/2017/09/empower-700x441.jpg	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181205072003im_/http_/richlegacy.com/wp-content/uploads/2017/09/empower-700x441.jpg	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:25	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:25%20GMT	http://web.archive.org/web/20191020174601js_/https://checkout.stripe.com/checkout.js	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601js_/https_/checkout.stripe.com/checkout.js	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:26	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:25%20GMT	http://web.archive.org/web/20191020174601js_/http://richlegacy.com/wp-content/plugins/stripe/assets/js/vendor/jquery.validate.min.js?ver=2.0.9	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601js_/http_/richlegacy.com/wp-content/plugins/stripe/assets/js/vendor/jquery.validate.minffdc.js	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:28	24625/24625	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Mar%202021%2011:49:26%20GMT	http://web.archive.org/web/20181204040602js_/http://richlegacy.com/wp-content/plugins/stripe/assets/js/vendor/jquery.validate.min.js?ver=2.0.9	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181204040602js_/http_/richlegacy.com/wp-content/plugins/stripe/assets/js/vendor/jquery.validate.minffdc.js	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:29	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:29%20GMT	http://web.archive.org/web/20191020174601js_/http://richlegacy.com/wp-content/plugins/stripe/assets/js/vendor/accounting.min.js?ver=2.0.9	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601js_/http_/richlegacy.com/wp-content/plugins/stripe/assets/js/vendor/accounting.minffdc.js	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:29	804342/804342	---MC-	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2011:47:32%20GMT	http://web.archive.org/web/20190103011216im_/http://richlegacy.com/wp-content/uploads/2017/01/img-_09.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20190103011216im_/http_/richlegacy.com/wp-content/uploads/2017/01/img-_09.png	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:30	4519/4519	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Mar%202021%2011:49:29%20GMT	http://web.archive.org/web/20181206095556js_/http://richlegacy.com/wp-content/plugins/stripe/assets/js/vendor/accounting.min.js?ver=2.0.9	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181206095556js_/http_/richlegacy.com/wp-content/plugins/stripe/assets/js/vendor/accounting.minffdc.js	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:30	103658/103658	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Mar%202021%2011:49:25%20GMT	http://web.archive.org/web/20191020175808js_/https://checkout.stripe.com/checkout.js	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020175808js_/https_/checkout.stripe.com/checkout.js	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:30	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:30%20GMT	http://web.archive.org/web/20191020174601js_/http://richlegacy.com/wp-content/plugins/stripe/assets/js/shared.min.js?ver=2.0.9	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601js_/http_/richlegacy.com/wp-content/plugins/stripe/assets/js/shared.min.7bffdc.delayed	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:31	2814/2814	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Mar%202021%2011:49:30%20GMT	http://web.archive.org/web/20181203120003js_/http://richlegacy.com/wp-content/plugins/stripe/assets/js/shared.min.js?ver=2.0.9	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181203120003js_/http_/richlegacy.com/wp-content/plugins/stripe/assets/js/shared.minffdc.js	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:31	111066/111066	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2027%20Mar%202021%2011:49:17%20GMT	http://web.archive.org/web/20181202132117im_/http://richlegacy.com/wp-content/uploads/2017/09/Best-700x441.jpg	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181202132117im_/http_/richlegacy.com/wp-content/uploads/2017/09/Best-700x441.jpg	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:31	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:31%20GMT	http://web.archive.org/web/20191020174601js_/http://richlegacy.com/wp-content/plugins/stripe/assets/js/public.min.js?ver=2.0.9	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601js_/http_/richlegacy.com/wp-content/plugins/stripe/assets/js/public.minffdc.js	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:32	4451/4451	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Mar%202021%2011:49:31%20GMT	http://web.archive.org/web/20181204142447js_/http://richlegacy.com/wp-content/plugins/stripe/assets/js/public.min.js?ver=2.0.9	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181204142447js_/http_/richlegacy.com/wp-content/plugins/stripe/assets/js/public.minffdc.js	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:32	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:32%20GMT	http://web.archive.org/web/20191020174601js_/http://richlegacy.com/wp-content/uploads/fusion-scripts/b146f48e4df290b4439d5e011d8001d3.min.js?timestamp=1526409389	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601js_/http_/richlegacy.com/wp-content/uploads/fusion-scripts/b146f48e4df290b4439d5e011d8001d3.minf28c.js	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:33	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:32%20GMT	http://web.archive.org/web/20191020174601js_/http://richlegacy.com/wp-includes/js/wp-embed.min.js?ver=4.9.6	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20191020174601js_/http_/richlegacy.com/wp-includes/js/wp-embed.min1845.js	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:34	2765/2765	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Mar%202021%2011:49:33%20GMT	http://web.archive.org/web/20181204092734js_/http://richlegacy.com/wp-includes/js/wp-embed.min.js?ver=4.9.6	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181204092734js_/http_/richlegacy.com/wp-includes/js/wp-embed.min1845.js	(from http://web.archive.org/web/20191020174601/http://richlegacy.com/)
16:49:34	35/35	---M--	200	added ('OK')	image/gif	etag:%225702ee2b-23%22	http://analytics.archive.org/0.gif	C:/Users/Haris%20Butt/Desktop/webachive/analytics.archive.org/0.gif	(from http://archive.org/includes/analytics.js?v=cf34f82)
16:49:35	7260/7260	---MCZ	200	added ('OK')	text/css	etag:W/%22wzsdm-1612982083-7260-369492983%22	http://web.archive.org/_static/css/record.css	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/_static/css/record.css	(from http://web.archive.org/_static/css/banner-styles.css?v=bsmaklHF)
16:49:35	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:35%20GMT	http://web.archive.org/web/20181207030601im_/http://richlegacy.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181207030601im_/http_/richlegacy.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://web.archive.org/web/20181207030601cs_/http://richlegacy.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.0.1)
16:49:36	847/847	---MC-	200	added ('OK')	image/gif	date:Sat,%2027%20Mar%202021%2011:49:36%20GMT	http://web.archive.org/web/20181117081354im_/http://richlegacy.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181117081354im_/http_/richlegacy.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://web.archive.org/web/20181207030601cs_/http://richlegacy.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.0.1)
16:49:37	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2027%20Mar%202021%2011:49:36%20GMT	http://web.archive.org/web/20181201144127im_/http://richlegacy.com/wp-content/plugins/optin-forms/images/icon-user-01.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181201144127im_/http_/richlegacy.com/wp-content/plugins/optin-forms/images/icon-user-01.png	(from http://web.archive.org/web/20181201144127cs_/http://richlegacy.com/wp-content/plugins/optin-forms/css/optinforms.css?ver=1.2.8.5)
16:49:38	1295/1295	---MC-	200	added ('OK')	image/png	date:Sat,%2027%20Mar%202021%2011:49:37%20GMT	http://web.archive.org/web/20181117085248im_/http://richlegacy.com/wp-content/plugins/optin-forms/images/icon-user-01.png	C:/Users/Haris%20Butt/Desktop/webachive/web.archive.org/web/20181117085248im_/http_/richlegacy.com/wp-content/plugins/optin-forms/images/icon-user-01.png	(from http://web.archive.org/web/20181201144127cs_/http://richlegacy.com/wp-content/plugins/optin-forms/css/optinforms.css?ver=1.2.8.5)
